district,household_size,monthly_income_npr,land_owned_hectares,crop_diversity_score,livestock_count,distance_to_market_km,remittance_income,education_years_head,meals_per_day,diet_diversity_score,disaster_exposure_count,water_access,food_security_status
Dolpa,4,16809.58706,0.035490362,4,1,2,6594.828136,11,3,4,0,1,1
Rolpa,10,37817.26862,0.364082776,6,4,47,12737.16728,8,3,3,1,1,2
Rukum West,6,51524.41204,0.952180105,9,1,13,21820.87837,5,3,4,2,1,0
Myagdi,7,63316.43412,0.294600543,4,4,9,34267.24456,8,3,4,2,1,0
Nuwakot,9,37051.49966,0.290297257,10,3,37,30807.11126,5,3,6,0,1,1
Bhaktapur,10,16164.10004,0.009504839,4,4,39,9396.846999,5,2,10,1,1,2
Ramechhap,7,39455.76129,0.367311228,10,5,26,35604.42424,2,3,12,1,1,0
Jhapa,6,21796.56523,0.015398507,5,4,23,8806.309144,2,2,12,4,1,2
Syangja,1,41275.06594,0.506869814,3,3,15,34969.74125,15,3,10,5,0,0
Jhapa,2,19936.40716,0.424084088,10,5,9,22506.78908,1,2,10,5,1,1
Myagdi,1,3000,1.09958075,2,6,26,3758.644725,3,1,9,1,1,2
Dailekh,9,56069.69055,0.523049478,9,4,6,39817.85638,8,2,3,3,1,2
Tanahun,10,31377.3323,0.234429272,1,2,27,4165.274971,6,2,1,2,1,2
Salyan,10,35794.56534,0.435688667,5,1,25,35858.12938,2,3,8,1,0,1
Dang,9,50947.22199,0.721796681,5,1,17,14321.92923,12,2,7,3,1,1
Sindhupalchok,7,65061.54735,0.059205608,8,1,12,16511.14318,13,1,2,5,0,2
Dolakha,2,46521.29043,0.582248746,6,2,7,1736.778016,8,2,5,0,0,1
Baitadi,6,36648.02586,1.490653291,6,2,26,1020.024116,0,2,12,2,1,0
Banke,11,42405.96602,0.213259968,6,3,13,51791.00369,11,2,12,0,0,1
Gorkha,4,30283.47131,0.591103354,4,5,40,6163.069256,0,3,10,5,1,1
Myagdi,1,35577.83006,1.033327004,1,4,43,27904.21622,8,2,4,5,0,0
Sindhuli,1,37317.81821,0.430225935,3,2,5,18285.0505,6,1,9,1,0,1
Kalikot,5,22413.99589,0.759465382,10,4,19,13900.35864,2,3,4,0,0,0
Bajhang,2,35338.77739,0.223517408,6,3,27,17337.74066,3,3,5,5,0,0
Nuwakot,4,40873.62964,0.219220529,5,1,22,1404.562002,6,3,8,2,0,0
Kailali,1,43272.27036,0.660820889,10,2,11,7975.511171,14,2,3,0,1,0
Bajhang,4,41997.18052,0.733300139,1,1,23,14012.10096,0,3,6,0,0,0
Bajhang,11,13575.59651,1.658864715,5,3,43,30324.71817,5,1,6,0,1,2
Syangja,6,54668.14308,0.152810388,2,4,21,18812.54522,4,3,7,3,1,0
Dhanusa,10,53340.49964,0.378912533,1,7,25,4371.48176,10,3,9,3,1,2
Taplejung,4,33461.62547,0.173020163,4,4,21,62922.04657,16,3,11,1,1,0
Jumla,1,42288.13912,0.050089073,6,2,6,15451.82997,2,2,3,0,1,1
Gulmi,7,31535.13973,0.30973463,7,2,14,10436.75835,11,1,5,3,0,1
Baglung,2,47031.3226,0.281120343,9,3,47,22806.22184,9,3,5,2,1,0
Rasuwa,9,21971.65046,0.189183364,5,3,29,13845.96951,6,3,5,2,1,2
Tanahun,3,56479.36952,0.211434672,8,1,3,18567.52291,14,2,6,5,1,0
Mustang,8,46235.32179,0.268158454,8,3,5,14401.0235,0,1,1,0,1,1
Solukhumbu,8,46606.94067,2.697124337,9,3,47,2955.523472,12,3,9,1,1,0
Palpa,3,33319.15398,0.916597991,3,3,46,11757.76977,3,3,12,5,1,0
Rolpa,4,12398.10392,0.044447098,3,3,1,4992.307907,11,3,3,3,1,2
Morang,2,49142.9552,1.235374906,9,3,30,12669.61647,3,2,6,5,0,1
Sarlahi,4,12927.01864,0.601932165,7,5,23,2011.605553,3,2,4,3,0,2
Palpa,11,49335.56256,1.327612412,4,3,34,3958.814426,4,2,7,3,1,2
Dailekh,11,22645.96453,0.250865544,1,2,46,24810.45771,8,3,8,5,0,2
Arghakhanchi,11,9607.221536,0.374753771,7,4,30,7794.730081,6,2,4,1,0,2
Jumla,9,35015.99526,1.359330006,10,3,24,16802.97383,6,3,10,4,0,1
Dhanusa,2,53924.80881,0.190945089,6,1,7,10332.80091,11,2,6,3,0,0
Doti,3,19550.34003,1.482608469,3,1,11,6248.586412,9,2,12,0,1,1
Bardiya,11,60584.55399,1.0579022,5,4,1,10253.15911,12,3,12,3,1,0
Dang,11,45507.8487,2.364189939,3,3,14,25205.96682,5,3,10,3,0,1
Rupandehi,4,37508.15236,0.235165993,8,2,39,4960.945289,8,2,7,4,0,1
Morang,5,28030.0119,0.161318688,5,5,31,8208.288963,15,2,12,5,0,1
Kalikot,1,29145.64237,0.241063368,10,7,10,3395.668225,10,3,10,0,1,0
Terhathum,7,41882.67566,1.856004362,10,1,16,6489.20654,3,3,7,0,1,0
Ramechhap,10,48536.65374,0.243045077,6,4,20,32456.66396,0,3,9,0,1,0
Darchula,7,25504.06052,0.499737785,2,2,21,23107.25147,11,2,8,3,1,1
Bajura,9,22095.78676,0.310185984,8,3,32,7016.858225,3,3,3,3,0,2
Rasuwa,4,31578.77091,0.302727375,9,2,28,2130.273864,4,3,4,2,0,0
Morang,6,57298.05881,0.128940527,3,0,14,8170.132408,5,3,9,4,1,1
Saptari,11,15529.78655,0.46212002,6,3,20,22157.89307,13,3,11,5,1,1
Dailekh,2,53279.64232,1.13589373,6,4,1,671.8383812,0,3,7,0,1,0
Nuwakot,4,35676.47731,0.03045081,2,0,41,20517.42947,7,2,7,0,0,1
Nuwakot,2,8556.173709,1.320161129,10,0,37,17087.29285,14,3,1,2,1,1
Rupandehi,10,27613.88157,0.657022549,8,1,2,1002.500364,11,3,2,3,0,2
Chitwan,5,44754.68917,0.575421996,5,3,24,15144.20525,6,2,1,2,0,1
Ilam,7,63829.02312,0.589939656,8,1,12,5321.348499,8,3,4,2,1,0
Siraha,1,13762.03643,0.210816172,8,2,23,2927.187325,10,2,4,3,1,2
Achham,10,3000,0.321834286,3,5,30,7289.116207,7,2,5,1,0,2
Dhanusa,10,14047.15495,0.963536537,5,3,14,3448.515489,3,2,5,5,1,2
Kavrepalanchok,7,53086.64813,0.219499508,7,5,5,26106.52023,9,2,12,4,0,1
Nuwakot,10,6300.132687,0.380949843,5,3,40,20321.96482,9,3,1,1,0,2
Dhankuta,6,58956.06225,0.011896527,6,5,9,59255.96247,7,2,7,1,0,0
Udayapur,6,54436.94316,0.793560012,2,4,8,11455.95409,13,2,6,4,1,0
Dhankuta,8,38056.57987,0.324463943,8,7,49,1401.575051,3,3,8,1,1,1
Panchthar,8,24978.15503,0.447117637,5,2,40,6877.497703,2,1,4,3,1,2
Kapilvastu,6,35884.17001,0.073089985,6,4,49,27361.48645,2,3,1,1,0,1
Bajura,3,44777.39763,2.875929328,1,2,40,7584.168904,3,2,12,1,1,1
Dailekh,5,42335.62344,0.216123984,10,3,4,9123.135262,11,3,3,5,1,1
Tanahun,2,62834.54997,0.604697761,2,2,44,7964.681688,10,2,9,1,0,0
Mahottari,5,30838.3608,0.522269152,4,1,43,4025.618811,13,3,10,3,1,0
Dailekh,9,14186.51242,0.922527719,9,8,40,1140.184793,10,3,7,2,0,2
Dhanusa,10,11363.50869,0.208745476,6,2,18,2987.017412,13,3,2,0,0,2
Udayapur,1,8163.339711,0.846173599,8,1,19,6787.008288,2,2,3,4,1,2
Makwanpur,10,38140.46276,0.289247408,2,5,32,4224.261279,1,3,2,4,0,2
Sindhupalchok,5,31250.10079,0.317761452,10,3,42,12755.26976,8,3,4,3,0,0
Jajarkot,6,35522.47365,0.670149822,5,1,36,14275.10306,7,3,2,0,1,0
Nawalparasi East (Nawalpur),11,26407.04735,0.920280459,1,1,30,12661.85617,4,3,4,1,1,1
Solukhumbu,7,17237.33026,0.659527426,4,3,38,1331.140984,8,2,11,5,1,2
Kaski,9,44829.37415,1.380828614,10,5,12,16487.90126,4,3,7,4,0,1
Gulmi,6,3000,0.201417108,1,1,37,7281.742201,12,2,8,1,0,2
Syangja,5,22174.47092,1.385262906,9,1,44,31575.54802,10,3,10,5,1,0
Dang,7,47583.84256,0.084153071,2,4,5,11186.02081,10,3,6,3,1,0
Tanahun,1,20586.58517,0.64645752,7,5,46,1324.514067,11,3,11,5,0,1
Saptari,11,41266.80672,0.475953774,3,5,7,138.912585,12,3,9,3,0,1
Okhaldhunga,5,22195.85447,0.40948572,2,6,42,18185.73561,8,3,6,5,0,1
Rasuwa,2,27706.48202,0.223431802,4,4,9,7675.158201,3,3,11,3,1,0
Sunsari,4,44198.72825,0.420384406,7,0,40,5095.073583,6,3,11,2,1,0
Gorkha,7,14554.42693,0.105880054,7,2,3,8890.816393,4,2,3,3,1,2
Siraha,5,46924.45328,0.276574904,9,3,13,1127.205199,6,3,1,1,1,1
Baglung,6,35734.72788,0.062337565,3,5,3,7463.319482,7,1,9,2,1,1
Kailali,2,55103.02188,0.508964242,7,1,23,5668.473416,13,1,3,1,1,1
Dang,3,38330.39955,0.060401513,6,4,46,24155.76086,9,3,1,5,1,1
Baglung,7,17888.21407,0.104858257,10,3,20,2882.924219,5,3,12,3,1,2
Manang,11,62647.91075,0.053604906,7,3,9,21178.30024,4,3,11,2,1,1
Lalitpur,2,19224.91288,0.288091184,7,7,45,10409.28855,14,3,2,5,1,1
Sunsari,6,31365.50265,1.1069384,10,5,24,1281.53754,15,3,12,0,1,0
Sunsari,5,50318.54283,1.424425402,5,1,5,52438.49763,1,2,3,3,1,0
Mahottari,10,4921.155605,0.044762659,9,3,15,19875.71155,14,2,8,2,1,2
Chitwan,1,58034.70368,0.603975716,7,5,43,4518.487337,7,3,8,5,0,1
Tanahun,11,16585.85132,0.691940105,7,5,27,13075.25703,12,3,2,2,0,2
Nawalparasi West (Parasi),10,27720.00928,0.457845649,3,6,35,34529.10898,16,3,6,2,1,1
Bhaktapur,11,39621.72647,0.659740397,1,2,32,40062.82669,14,2,2,4,1,2
Kalikot,4,34332.7063,0.159701655,5,4,29,19704.47373,13,3,7,2,0,0
Kalikot,11,47626.81694,0.403588304,8,6,35,19511.11921,12,3,10,0,1,0
Bardiya,2,9387.078864,0.297439903,5,1,24,4872.687477,6,1,11,3,1,2
Siraha,4,46639.22166,0.056393879,10,1,12,68724.66335,7,2,11,3,0,1
Banke,1,47915.8782,0.589388517,3,1,38,4185.418518,6,3,3,3,0,2
Ilam,2,51467.61327,0.410173839,9,3,14,1404.879277,14,1,8,2,0,1
Lalitpur,8,9565.427649,0.193094214,2,4,37,56833.92727,6,2,3,3,1,2
Rasuwa,6,11497.03626,0.385113529,3,2,29,2488.082253,16,3,10,0,1,1
Khotang,2,29521.98961,0.895788169,4,2,13,11060.04376,2,2,6,4,1,0
Dolpa,6,13226.7875,0.970656762,10,3,49,9473.541305,6,2,1,0,0,2
Arghakhanchi,10,6136.513609,0.629081473,1,5,3,28278.46643,9,2,8,4,1,2
Solukhumbu,9,28832.57508,0.378382743,4,5,0,7579.09667,6,2,7,3,0,2
Nawalparasi East (Nawalpur),7,38745.46178,0.514458915,4,2,2,10462.79469,10,3,1,5,1,1
Udayapur,9,79783.67248,0.291694803,9,5,44,670.8454589,2,3,7,1,1,1
Lalitpur,5,43778.80246,0.081186992,8,1,49,3494.827357,8,2,11,4,1,2
Dadeldhura,7,63036.32,0.292285573,2,1,35,26846.03203,3,2,5,0,1,1
Mahottari,11,34293.58262,0.453438496,7,4,3,9761.698338,7,1,2,0,0,2
Kalikot,7,43953.05589,0.548028005,6,3,42,3938.632842,11,1,1,5,0,2
Kaski,3,32661.79687,1.647460363,7,4,13,6904.5388,7,3,2,1,1,0
Rasuwa,7,77929.97147,0.901247937,4,4,24,5034.097257,14,2,6,4,1,1
Kapilvastu,1,24030.54618,0.098919523,5,5,38,12186.42231,13,3,2,4,0,2
Dolpa,9,26200.4112,0.114828671,6,0,2,792.2486766,4,3,6,0,1,2
Rukum West,10,47744.651,0.06354624,9,6,6,3822.800222,16,2,12,4,1,2
Bajhang,6,38319.56646,0.804062779,2,3,7,6576.760406,10,2,8,1,0,1
Saptari,5,28213.40794,0.734754907,9,4,43,39511.00878,14,3,8,4,1,1
Arghakhanchi,7,50366.03438,2.57697683,10,1,6,14643.7248,12,3,6,4,0,0
Dadeldhura,5,34341.64536,0.442916123,1,1,47,10525.36328,3,3,5,1,1,0
Morang,10,34228.85236,1.050652486,4,3,24,3176.07237,12,3,4,3,0,1
Dailekh,5,38689.31692,0.515435859,5,6,16,12241.69378,12,3,6,4,1,0
Kaski,11,7254.068968,1.243297082,9,6,25,39678.14888,10,3,5,5,1,2
Jumla,10,9507.936131,0.765971346,6,2,3,12531.35523,4,2,10,0,1,2
Gulmi,11,52390.3298,0.617816797,4,7,48,2700.795004,13,3,4,2,0,1
Darchula,7,24168.61327,0.499614774,2,1,17,87744.25275,2,2,6,0,1,1
Tanahun,10,32872.77843,0.770178821,5,2,3,10362.97435,2,3,9,5,1,1
Banke,7,60799.01818,0.326478318,8,4,16,5775.130052,5,2,9,0,1,1
Mugu,11,33594.12071,0.06093836,8,3,46,10498.83517,7,2,8,3,1,2
Nawalparasi West (Parasi),3,31638.57897,0.024484527,6,7,16,4591.577,16,2,10,3,0,1
Jhapa,3,49337.24143,0.391230473,1,2,44,462.6598584,0,2,1,0,0,1
Kalikot,10,25427.76134,0.548712752,8,1,24,33043.98646,6,3,9,4,1,2
Rasuwa,3,54246.86767,0.049278802,4,1,2,8402.192738,3,3,5,0,1,1
Achham,6,49008.92671,0.202883156,2,6,11,20968.98937,9,2,11,5,0,0
Rukum East,6,64285.33112,0.233193296,1,1,26,53239.56984,4,3,3,4,1,1
Okhaldhunga,3,23954.51131,0.496412586,7,1,16,15019.05438,7,3,8,1,0,0
Dailekh,3,56871.59434,0.195839151,2,1,21,17646.15926,12,3,8,1,1,0
Bajura,8,43865.47371,0.060322366,4,3,38,43034.10182,16,2,9,3,0,1
Sindhuli,8,13794.13786,0.108091201,4,4,38,10902.24868,3,3,2,2,1,2
Mugu,7,3000,0.114658388,10,2,42,5782.728799,9,3,10,2,1,2
Salyan,10,22231.56989,1.109740997,1,3,47,38147.74954,7,3,4,5,1,1
Doti,4,39677.56492,0.200713021,2,4,35,1072.345108,9,2,10,3,1,1
Bardiya,4,41997.56692,0.752511029,1,3,15,3623.583958,12,2,2,1,0,1
Parbat,3,34054.70296,0.503373893,6,3,36,6261.501215,11,2,6,3,1,0
Solukhumbu,5,34197.93015,2.264368454,3,2,28,22856.58556,12,2,1,1,1,0
Bhojpur,3,32984.104,0.191150946,1,3,13,35135.71526,9,2,10,4,1,1
Khotang,8,51499.47414,0.103451028,8,4,6,9016.358402,0,3,3,5,1,2
Khotang,7,12019.36483,0.032064414,4,3,40,5055.767588,8,3,2,1,1,2
Salyan,3,39292.63772,0.165420214,10,3,27,6536.02098,2,2,7,1,1,1
Rupandehi,9,21835.97959,0.691342449,7,2,12,16030.58878,16,3,8,1,1,1
Arghakhanchi,5,20495.34296,0.05346808,10,4,15,2579.755752,9,1,2,2,0,2
Panchthar,9,53819.68902,0.16838562,2,4,20,11892.21852,5,2,9,1,1,1
Sindhuli,7,19267.79077,1.159890287,6,2,3,13317.12712,6,3,11,0,1,0
Jumla,7,32767.70826,0.524733739,6,6,38,18457.6139,10,3,1,4,0,1
Mustang,6,66335.97443,0.043233811,7,1,34,13891.2494,15,3,2,2,1,0
Pyuthan,2,48409.23149,0.029314481,1,3,14,1529.753717,3,2,3,0,1,1
Kalikot,9,27720.47499,0.0378424,1,3,25,17509.73869,3,2,2,2,1,2
Dhanusa,6,29042.03107,1.707096167,2,4,45,329.8108711,6,3,1,2,1,1
Solukhumbu,8,15364.75362,1.137757925,2,4,6,7422.040281,10,3,8,0,0,1
Chitwan,1,55810.32388,1.118366047,5,6,17,8095.140801,4,2,1,3,1,1
Sunsari,5,51181.62893,1.547926889,1,1,24,1860.175286,6,3,5,5,1,1
Bajhang,1,45985.63638,0.422228154,2,4,36,148.59064,1,2,11,5,1,1
Dadeldhura,10,47749.32712,0.170488732,6,2,20,1107.311484,4,2,6,5,1,2
Udayapur,11,22607.60625,0.307844895,3,4,7,8866.982808,4,3,7,3,1,2
Jhapa,8,10233.40092,0.7613502,4,5,19,4123.545933,1,3,3,1,1,2
Banke,8,43968.6468,1.252643305,1,4,17,1072.124204,4,3,12,0,1,0
Kanchanpur,1,49216.92598,0.342654296,5,2,18,4443.889498,11,3,11,1,1,0
Bhaktapur,9,60712.74693,0.459922481,4,5,2,11287.80134,12,3,7,5,1,1
Panchthar,2,31785.7567,1.611036828,8,2,37,20330.00962,6,1,8,3,1,0
Kanchanpur,9,29451.97954,0.068236343,3,5,17,7965.459328,1,3,10,0,0,2
Rasuwa,1,31171.83673,1.189603312,10,1,26,14245.73356,13,3,3,0,0,0
Baglung,10,45731.90121,0.104117581,1,2,14,13623.52429,4,3,5,0,1,1
Panchthar,9,30486.57148,0.396827909,10,4,45,33995.89612,11,2,1,1,0,1
Syangja,4,34164.17461,0.147865062,5,2,20,2965.687801,3,3,9,2,1,0
Rasuwa,9,48296.84626,0.554212257,1,3,21,9706.28084,16,2,8,2,0,2
Khotang,7,24986.62152,0.490646144,5,1,7,14988.14643,15,2,3,5,1,1
Jhapa,11,57258.46377,0.286828607,9,4,10,11000.86279,9,1,4,2,0,1
Dailekh,6,45129.42412,1.193995349,5,1,42,8976.873883,2,2,1,0,1,0
Lamjung,5,5278.069931,0.646956452,2,2,11,54435.95881,0,2,1,3,1,2
Bajura,11,26754.33286,0.766367389,2,0,47,42713.26233,5,3,6,1,1,1
Khotang,9,3000,0.097977236,10,1,38,14180.21147,2,3,6,1,1,2
Kapilvastu,2,31853.12963,1.288199039,9,3,26,8685.916804,6,3,9,3,0,1
Mahottari,11,27027.02233,0.109661912,5,4,34,21120.86947,8,3,12,2,1,1
Darchula,2,48357.67615,0.151222929,8,0,1,10790.35761,11,3,5,5,0,1
Kaski,11,20903.70642,0.082217454,10,8,34,81289.05369,13,3,3,4,1,2
Jajarkot,9,41203.76003,0.348276086,4,3,30,17372.43924,0,3,6,3,1,1
Kapilvastu,3,44101.56175,1.311998176,2,3,7,1058.913253,12,2,8,2,0,0
Kathmandu,8,39115.11764,0.174570461,4,3,19,7710.226933,1,2,12,0,0,1
Baitadi,11,53241.97731,0.280806653,4,1,7,19654.71245,2,2,7,3,1,1
Syangja,9,68092.62161,1.122740441,9,4,3,27712.49955,10,1,11,2,1,1
Nawalparasi East (Nawalpur),8,36791.07108,0.577110736,10,3,30,25179.36829,4,3,10,1,1,0
Kalikot,4,41482.87227,0.835668557,6,3,31,56739.76034,1,2,3,4,1,1
Surkhet,1,20915.56874,0.14447913,10,3,12,10074.32278,13,3,1,4,1,1
Kanchanpur,4,18687.62538,0.756304441,6,3,21,2263.512732,12,2,4,4,1,2
Banke,9,51541.27441,0.154959855,5,2,25,15843.77759,13,3,6,2,1,1
Syangja,2,49424.4081,2.620352912,6,2,16,1100.644406,2,1,4,2,1,1
Syangja,3,18526.08201,0.49243311,1,3,28,54472.35511,7,3,5,0,0,1
Gorkha,10,14068.47132,0.713724978,5,3,26,21315.34128,12,3,10,4,1,1
Bhojpur,8,24620.21113,0.075611182,6,5,21,60384.88707,11,2,7,1,1,1
Sarlahi,6,32737.95249,0.173134257,8,1,17,7104.223917,16,2,5,5,1,0
Syangja,8,28453.97746,0.090312826,4,1,4,238.8418875,6,3,5,4,0,2
Dailekh,7,37568.23789,0.296745733,5,3,11,11049.89493,12,3,2,3,1,1
Dailekh,5,49673.0002,0.200558931,4,2,1,1937.683543,12,2,1,3,1,1
Kapilvastu,9,42393.67006,0.7921293,7,4,41,17074.07267,5,3,4,1,0,1
Parbat,4,43577.93596,0.06905057,10,3,6,10323.92974,15,2,11,2,1,0
Sunsari,6,3000,0.83673957,6,3,46,21002.67303,2,1,10,5,1,2
Nawalparasi East (Nawalpur),2,9177.551678,0.028069348,4,1,25,5159.951779,13,3,8,4,1,2
Rukum West,2,22256.69108,0.135401421,6,2,38,26505.90606,5,2,3,5,1,2
Baglung,2,24897.70163,0.942029343,4,5,14,15782.53939,16,3,6,3,0,1
Mugu,10,48437.24536,0.814686282,8,2,47,65984.20215,15,2,10,1,0,1
Dhading,7,20937.5771,0.388131686,3,3,32,2950.391532,1,3,2,0,1,2
Lamjung,2,45670.84258,0.03076506,8,2,46,787.9279968,8,3,9,3,1,1
Jajarkot,2,22438.30818,0.564801672,2,3,2,28562.16279,12,3,9,3,1,0
Dhankuta,9,15785.8514,0.31325744,6,1,41,6197.574851,13,2,4,4,0,2
Khotang,7,16528.80546,0.228341885,8,4,47,8464.618737,11,2,12,2,1,2
Nawalparasi East (Nawalpur),11,71132.26389,0.613675534,1,2,1,38988.25894,10,3,11,3,0,1
Surkhet,3,22082.1605,0.344274763,6,3,16,8715.953654,9,2,12,3,1,1
Makwanpur,3,46055.79534,0.058184865,9,1,0,5307.735744,2,2,8,4,1,1
Kavrepalanchok,7,10068.82512,1.48580941,10,1,35,920.082597,15,3,2,2,1,2
Baglung,5,57702.86407,0.904380922,10,1,42,8776.109364,13,2,10,5,0,1
Ilam,10,40584.65832,0.034817892,2,3,16,15961.05551,16,3,2,0,1,1
Chitwan,6,39383.6619,0.446744969,1,0,1,4703.719875,4,3,6,5,1,1
Rukum West,8,41621.23717,0.052235777,2,2,32,18975.99352,16,3,2,0,1,1
Lalitpur,9,43383.99559,1.089470963,5,2,28,9758.901998,13,3,1,0,1,1
Tanahun,1,47945.07614,0.569619997,6,3,5,29290.26128,2,3,10,0,1,0
Makwanpur,3,25414.44131,0.113570822,1,5,42,2646.35923,14,2,2,2,1,2
Sankhuwasabha,11,24478.5873,0.01257568,7,3,35,21225.32583,11,2,2,0,1,2
Morang,7,35787.58205,0.019254268,4,5,23,40446.10348,16,3,5,4,1,1
Tanahun,6,45950.84417,0.424792622,9,5,10,20286.97248,16,3,6,4,1,0
Kailali,7,33933.51238,0.795398407,6,1,4,7811.556878,6,2,11,4,1,1
Sunsari,8,47382.42873,0.077273332,9,5,29,3929.352668,4,2,3,0,1,2
Nawalparasi West (Parasi),6,44885.38852,0.150065373,1,3,9,1553.222662,1,3,8,4,1,1
Dhading,3,31528.26782,0.237837763,4,0,36,15423.83252,15,3,2,4,1,1
Dhanusa,2,7045.120484,0.147599238,2,4,26,2312.210721,12,2,10,1,0,2
Jajarkot,7,26943.55287,0.297893887,6,2,26,27330.5602,10,3,3,0,1,1
Humla,11,62884.75574,0.492063569,4,6,23,48562.22111,6,3,4,4,1,1
Mustang,1,40440.95441,0.692989117,9,1,2,2189.077999,2,3,5,5,0,1
Darchula,3,24767.1979,1.990806492,3,2,37,7075.346579,5,2,5,2,1,0
Lalitpur,11,39010.42524,1.602831408,1,1,25,41534.23562,4,2,6,4,1,2
Achham,4,45826.30509,0.506559243,1,2,44,9543.128358,0,3,4,1,0,1
Doti,1,24774.95025,0.794893951,9,4,47,11499.19528,0,3,10,2,1,0
Mugu,5,54766.14231,1.807998184,9,5,38,20646.11092,2,3,11,2,1,0
Kathmandu,10,42931.16834,0.05229756,5,1,17,3545.966479,9,3,7,5,1,2
Jajarkot,3,17401.45963,0.003390417,2,6,2,58055.35145,10,2,12,5,1,1
Kaski,2,48701.86058,0.01815168,9,7,37,22772.27803,7,3,8,5,0,1
Dolakha,3,28446.18584,0.497173116,8,2,41,2639.845338,10,3,4,3,0,1
Dadeldhura,8,32133.91318,0.863395523,10,2,47,1766.044666,4,3,9,1,1,1
Sindhuli,6,18744.50085,0.274441962,10,6,24,40989.96085,3,3,6,1,1,0
Dadeldhura,7,45103.1426,0.472790194,6,4,12,17329.06346,12,3,12,4,1,0
Humla,6,32618.15637,0.435856509,7,5,24,589.9607636,5,3,8,1,1,0
Dhanusa,6,45780.11127,0.059740325,6,2,23,2297.044277,1,3,9,2,1,1
Morang,3,26184.28177,0.232800537,5,1,40,735.1634402,5,3,1,2,1,1
Dolakha,8,24353.54739,0.011775901,4,5,15,54792.09366,9,2,5,4,1,2
Dhanusa,7,23057.00685,0.070396224,7,6,42,10332.87285,3,3,7,2,0,1
Ilam,7,41336.51487,1.00233568,4,3,40,9302.589978,15,3,10,4,1,0
Dolpa,6,24114.40281,1.061107658,10,2,41,46778.25303,9,3,2,5,1,0
Dolakha,5,31750.19762,0.971530304,10,2,10,10536.93636,0,3,12,3,1,0
Pyuthan,10,26705.1682,0.778571631,10,4,20,10939.54017,12,3,11,1,1,0
Udayapur,8,42041.3428,0.945929379,9,5,30,62118.8667,13,3,7,1,1,0
Humla,5,7235.160854,0.666986313,5,4,14,1772.165171,11,1,7,1,0,1
Rupandehi,9,38952.52592,0.664894631,8,7,44,63770.02568,12,3,3,3,1,2
Bhaktapur,9,62701.49103,0.660419915,6,2,48,2717.036099,0,2,9,1,1,1
Myagdi,1,54776.41774,0.432980822,4,3,35,9605.801157,13,3,7,5,1,0
Rukum East,6,25133.55005,0.270918528,3,4,42,6178.594916,7,3,12,3,1,1
Dhankuta,7,42913.62842,0.786034074,6,2,0,46657.46939,13,3,12,3,1,0
Bhaktapur,3,39809.04757,0.212845528,1,2,27,9968.492323,0,3,10,4,1,1
Jhapa,7,58510.27301,0.469714654,2,3,32,349.2522838,16,2,11,5,1,1
Gorkha,11,3000,0.340814021,7,1,2,3759.477509,15,3,5,0,0,2
Bhojpur,11,52805.8779,0.194294253,4,2,14,8453.168643,11,1,7,0,1,2
Chitwan,7,30719.71724,2.205931537,5,3,32,16923.26177,4,2,7,4,1,0
Rolpa,11,23108.33697,0.179651729,10,3,31,12379.72392,3,3,6,4,1,2
Surkhet,2,22651.16754,0.222023796,1,4,22,28447.73189,10,3,4,4,1,0
Nuwakot,7,14201.49894,0.105747035,2,6,25,26441.77268,7,3,8,1,1,2
Nawalparasi West (Parasi),1,25174.10548,1.038897655,4,2,47,13392.61632,8,2,12,2,0,1
Bhaktapur,5,17724.25514,0.529988395,8,5,16,12705.49121,9,3,2,4,0,2
Okhaldhunga,9,37883.47473,0.569659217,10,2,8,4889.374569,6,3,8,3,1,1
Sunsari,7,44439.00212,1.030753354,4,2,4,47517.70289,0,2,5,0,0,0
Tanahun,7,30894.82545,0.25196939,3,3,28,1199.474899,4,2,7,1,0,1
Saptari,11,58995.5713,0.1291301,3,4,5,7588.32395,5,3,3,5,1,2
Bhaktapur,2,26225.25943,0.132691344,5,3,46,16219.06781,11,3,7,2,1,0
Bhaktapur,8,30058.20124,0.791450246,3,4,40,43688.2759,11,2,9,0,1,0
Chitwan,3,27432.94971,0.571329769,8,4,34,10443.17117,13,3,7,0,0,0
Sankhuwasabha,8,44577.90198,0.138659225,5,5,20,33938.83461,6,3,1,0,1,1
Rupandehi,3,46193.17605,0.094038179,7,3,44,1660.61811,13,2,9,3,1,1
Dolakha,10,42925.87014,0.077168823,8,2,44,11375.98293,15,3,7,3,1,1
Dhading,7,33014.26154,0.592992181,5,5,22,5698.069228,8,3,2,3,1,2
Kanchanpur,2,13550.03425,7.12E-05,8,4,34,23822.24891,1,2,5,2,0,2
Banke,4,29888.95071,0.011093532,3,1,45,8831.66726,16,3,11,0,1,1
Ramechhap,11,58650.23542,0.296138415,7,0,1,9672.570871,3,3,10,4,1,1
Rupandehi,6,51211.8062,0.705328134,8,3,41,1004.635843,13,2,2,2,1,1
Dailekh,11,39704.80635,0.712543568,7,5,8,8644.069977,13,3,7,3,1,1
Bhojpur,9,28848.76709,0.337395862,2,4,12,1264.241586,14,2,9,3,0,2
Sarlahi,5,34782.10436,0.704791344,8,9,42,5340.743909,11,2,4,3,0,1
Bardiya,9,28919.93218,0.441753297,6,1,33,2035.259368,12,2,3,5,0,2
